System,Stock,Age,FC_Year,AvgRankByAge,ModelLabel,PointFC,p10,p25,p50,p75,p90
Columbia River,Bonneville Lock & Dam,Total,2021,2.3333333333333335,SibRegKalman,183616,65353,110486,167434,254129,337434
Columbia River,Bonneville Lock & Dam,Total,2022,2.3333333333333335,SibRegLogPower,394999,208964,273018,354156,479030,561749
Columbia River,Bonneville Lock & Dam,Total,2022,2.3333333333333335,SibRegKalman,366474,144397,218082,341677,501794,657922
Columbia River,Bonneville Lock & Dam,Total,2023,2.1666666666666665,SibRegLogPower,269121,123914,183707,242112,310934,375133
Columbia River,Bonneville Lock & Dam,Total,2023,2.1666666666666665,SibRegKalman,278862,112706,172138,268664,393766,521207
Columbia River,Bonneville Lock & Dam,Total,2024,2,SibRegKalman,374069,149635,232261,359006,519880,681208
Columbia River,Bonneville Lock & Dam,Total,2025,2,SibRegKalman,352021,136614,194040,307920,448854,597180
Columbia River,Bonneville Lock & Dam,Total,2026,2.25,SibRegLogPower,142532,72016,95285,129962,168910,208838
Columbia River,Okanagan,Age 3,2021,2.1666666666666665,SibRegSimple,9059,630,2286,7617,22387,51336
Columbia River,Okanagan,Age 3,2022,3.6666666666666665,SibRegSimple,13944,682,3086,9479,32404,78514
Columbia River,Okanagan,Age 3,2022,3.6666666666666665,SibRegLogPower,13944,1009,3465,13013,43456,90473
Columbia River,Okanagan,Age 3,2022,3.6666666666666665,SibRegKalman,13944,897,2556,9312,32216,69731
Columbia River,Okanagan,Age 3,2023,3.5,SibRegSimple,14422,951,3384,10338,29432,67901
Columbia River,Okanagan,Age 3,2023,3.5,SibRegLogPower,14422,1258,3946,11142,30652,67175
Columbia River,Okanagan,Age 3,2023,3.5,SibRegKalman,14422,1375,3404,11278,32870,73894
Columbia River,Okanagan,Age 3,2023,3.5,TimeSeriesArimaBC,14454,1915,4345,12029,34500,64331
Columbia River,Okanagan,Age 3,2024,2.8333333333333335,Naive4,17886,1089,3786,13076,43546,101339
Columbia River,Okanagan,Age 3,2025,2.6666666666666665,Naive4,19902,1298,3746,12710,40110,83241
Columbia River,Okanagan,Age 3,2026,2,TimeSeriesArimaBC,14519,2433,5128,12883,26862,44821
Columbia River,Okanagan,Age 4,2021,1.6666666666666667,SibRegKalman,105863,14199,35587,87305,205622,391229
Columbia River,Okanagan,Age 4,2022,1.8333333333333333,SibRegKalman,217357,41097,86524,178184,361978,579760
Columbia River,Okanagan,Age 4,2023,1,SibRegLogPower,202666,77940,122322,182527,267018,372947
Columbia River,Okanagan,Age 4,2024,1.6666666666666667,SibRegLogPower,342590,147381,217698,307616,438952,544591
Columbia River,Okanagan,Age 4,2025,1.6666666666666667,SibRegLogPower,193808,87612,122090,185572,251588,329105
Columbia River,Okanagan,Age 4,2026,1.8333333333333333,SibRegLogPower,92710,39995,60090,89332,126302,161664
Columbia River,Okanagan,Age 5,2021,1.3333333333333333,SibRegSimple,10769,9030,9832,10676,11684,12465
Columbia River,Okanagan,Age 5,2022,1.1666666666666667,SibRegSimple,2683,1608,2056,2572,3244,3918
Columbia River,Okanagan,Age 5,2023,1.3333333333333333,SibRegLogPower,16833,5838,9487,14966,25146,35730
Columbia River,Okanagan,Age 5,2024,1.5,SibRegLogPower,9007,3372,4836,8006,12466,17166
Columbia River,Okanagan,Age 5,2025,2.3333333333333335,SibRegSimple,21900,10205,15276,21364,28767,36736
Columbia River,Okanagan,Age 5,2025,2.3333333333333335,SibRegLogPower,17557,7284,11043,16571,24331,33806
Columbia River,Okanagan,Age 5,2026,1.8333333333333333,SibRegLogPower,6904,2938,4156,6351,9030,12630
Columbia River,Okanagan,Total,2021,1.6666666666666667,SibRegKalman,125890,56286,82713,115363,156402,197321
Columbia River,Okanagan,Total,2022,1.1666666666666667,SibRegKalman,237159,125767,165040,219304,291880,336765
Columbia River,Okanagan,Total,2023,1,SibRegLogPower,233921,156490,184146,224360,263777,295218
Columbia River,Okanagan,Total,2024,1.0833333333333333,SibRegLogPower,371797,241600,283728,345689,398902,453890
Columbia River,Okanagan,Total,2025,1.1666666666666667,SibRegLogPower,227888,143406,176374,216390,257377,298667
Columbia River,Okanagan,Total,2026,1.8333333333333333,SibRegLogPower,116268,65282,83612,108173,136566,163039
Columbia River,Wenatchee,Age 3,2021,2,TimeSeriesArimaNoBC,0,0,0,0,1,3
Columbia River,Wenatchee,Age 3,2022,1.6666666666666667,TimeSeriesArimaNoBC,0,0,0,0,1,2
Columbia River,Wenatchee,Age 3,2023,1.6666666666666667,TimeSeriesArimaNoBC,0,-0,-0,0,1,3
Columbia River,Wenatchee,Age 3,2024,3.1666666666666665,TimeSeriesArimaNoBC,0,0,0,0,1,5
Columbia River,Wenatchee,Age 3,2025,2.9166666666666665,TimeSeriesArimaBC,9,-0,1,6,24,59
Columbia River,Wenatchee,Age 3,2026,2.5,TimeSeriesArimaNoBC,0,-0,-0,-0,1,4
Columbia River,Wenatchee,Age 4,2021,1.1666666666666667,Naive8,53308,6144,15225,41280,106570,184112
Columbia River,Wenatchee,Age 4,2022,1.6666666666666667,SibRegKalman,32738,4195,10926,32142,71942,125405
Columbia River,Wenatchee,Age 4,2023,1.3333333333333333,Naive8,57366,5573,15892,53775,125937,257342
Columbia River,Wenatchee,Age 4,2024,1.75,Naive8,53718,5795,14608,47377,108892,233532
Columbia River,Wenatchee,Age 4,2025,1.6666666666666667,TimeSeriesExpSmoothBC,158443,20475,53612,116191,242000,526120
Columbia River,Wenatchee,Age 4,2026,1.4166666666666667,SibRegLogPower,52620,8104,18361,42394,102892,171435
Columbia River,Wenatchee,Age 5,2021,1.3333333333333333,SibRegSimple,10989,2371,4806,9405,18202,28522
Columbia River,Wenatchee,Age 5,2022,1,SibRegSimple,6481,1759,3210,5343,9480,13931
Columbia River,Wenatchee,Age 5,2023,1,SibRegSimple,27295,8093,14070,24569,38488,54332
Columbia River,Wenatchee,Age 5,2024,1.3333333333333333,SibRegSimple,23275,9701,13188,21440,31253,41927
Columbia River,Wenatchee,Age 5,2025,1.3333333333333333,SibRegSimple,35004,14030,19586,32131,45757,59159
Columbia River,Wenatchee,Age 5,2026,1.3333333333333333,SibRegSimple,8659,3462,5422,8224,11592,15456
Columbia River,Wenatchee,Total,2021,2,Naive8,64669,15742,27374,54614,102064,150438
Columbia River,Wenatchee,Total,2022,1.4166666666666667,TimeSeriesExpSmoothNoBC,49497,7842,16974,40995,79851,131529
Columbia River,Wenatchee,Total,2023,1.8333333333333333,Naive8,68395,12250,25378,53286,112613,183915
Columbia River,Wenatchee,Total,2024,2.1666666666666665,TimeSeriesExpSmoothBC,127357,23125,48212,95297,204920,322732
Columbia River,Wenatchee,Total,2025,1.75,TimeSeriesExpSmoothBC,168827,33004,66088,139940,271794,445965
Columbia River,Wenatchee,Total,2026,1.8333333333333333,SibRegLogPower,65717,16545,29942,58349,104005,174946
