System,River,ReturnYear,Total_Returns,Label,ReturnsByAgeClass,Age,FW_Winters,Mar_Winters,Euro,GR,GRShort,BroodYear,RecruitsByAgeClass,MarineEntryYear,Total_Recruits,PercOfBrdYr,Total_Spawners_BroodYear,TotRecPerTotSpn
Bristol Bay,Alagnak,1966,394077.16,AgeClass_0.3,0,4,0,3,0.3,4_1,41,1962,0,1963,252128.54,0,NA,NA
Bristol Bay,Alagnak,1966,394077.16,AgeClass_1.2,110266.24,4,1,2,1.2,4_2,42,1962,110266.24,1964,252128.54,43.73,NA,NA
Bristol Bay,Alagnak,1966,394077.16,AgeClass_2.1,0,4,2,1,2.1,4_3,43,1962,0,1965,252128.54,0,NA,NA
Bristol Bay,Alagnak,1966,394077.16,AgeClass_0.2,0,3,0,2,0.2,3_1,31,1963,0,1964,414873.32,0,203304,2.041
Bristol Bay,Alagnak,1966,394077.16,AgeClass_1.1,0,3,1,1,1.1,3_2,32,1963,0,1965,414873.32,0,203304,2.041
Bristol Bay,Alagnak,1966,394077.16,AgeClass_0.1,0,2,0,1,0.1,2_1,21,1964,0,1965,381899.89999999997,0,248700,1.536
Bristol Bay,Alagnak,1967,344305.59,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1959,0,1963,1007787.57,0,NA,NA
Bristol Bay,Alagnak,1967,344305.59,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1960,0,1962,448153.51,0,NA,NA
Bristol Bay,Alagnak,1967,344305.59,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1960,0,1963,448153.51,0,NA,NA
Bristol Bay,Alagnak,1967,344305.59,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1960,0,1964,448153.51,0,NA,NA
Bristol Bay,Alagnak,1967,344305.59,AgeClass_0.5,0,6,0,5,0.5,6_1,61,1961,0,1962,294558.54,0,NA,NA
Bristol Bay,Alagnak,1967,344305.59,AgeClass_1.4,0,6,1,4,1.4,6_2,62,1961,0,1963,294558.54,0,NA,NA
Bristol Bay,Alagnak,1967,344305.59,AgeClass_2.3,0,6,2,3,2.3,6_3,63,1961,0,1964,294558.54,0,NA,NA
Bristol Bay,Alagnak,1967,344305.59,AgeClass_3.2,0,6,3,2,3.2,6_4,64,1961,0,1965,294558.54,0,NA,NA
Bristol Bay,Alagnak,1967,344305.59,AgeClass_0.4,0,5,0,4,0.4,5_1,51,1962,0,1963,252128.54,0,NA,NA
Bristol Bay,Alagnak,1967,344305.59,AgeClass_1.3,104885.03,5,1,3,1.3,5_2,52,1962,104885.03,1964,252128.54,41.6,NA,NA
Bristol Bay,Alagnak,1967,344305.59,AgeClass_2.2,1626.33,5,2,2,2.2,5_3,53,1962,1626.33,1965,252128.54,0.65,NA,NA
Bristol Bay,Alagnak,1967,344305.59,AgeClass_3.1,0,5,3,1,3.1,5_4,54,1962,0,1966,252128.54,0,NA,NA
Bristol Bay,Alagnak,1967,344305.59,AgeClass_0.3,0,4,0,3,0.3,4_1,41,1963,0,1964,414873.32,0,203304,2.041
Bristol Bay,Alagnak,1967,344305.59,AgeClass_1.2,231001.91,4,1,2,1.2,4_2,42,1963,231001.91,1965,414873.32,55.68,203304,2.041
Bristol Bay,Alagnak,1967,344305.59,AgeClass_2.1,415.02,4,2,1,2.1,4_3,43,1963,415.02,1966,414873.32,0.1,203304,2.041
Bristol Bay,Alagnak,1967,344305.59,AgeClass_0.2,0,3,0,2,0.2,3_1,31,1964,0,1965,381899.89999999997,0,248700,1.536
Bristol Bay,Alagnak,1967,344305.59,AgeClass_1.1,6377.3,3,1,1,1.1,3_2,32,1964,6377.3,1966,381899.89999999997,1.67,248700,1.536
Bristol Bay,Alagnak,1967,344305.59,AgeClass_0.1,0,2,0,1,0.1,2_1,21,1965,0,1966,259728.91,0,175020,1.484
Bristol Bay,Alagnak,1968,314033.56,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1960,0,1964,448153.51,0,NA,NA
Bristol Bay,Alagnak,1968,314033.56,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1961,0,1963,294558.54,0,NA,NA
Bristol Bay,Alagnak,1968,314033.56,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1961,0,1964,294558.54,0,NA,NA
Bristol Bay,Alagnak,1968,314033.56,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1961,0,1965,294558.54,0,NA,NA
Bristol Bay,Alagnak,1968,314033.56,AgeClass_0.5,0,6,0,5,0.5,6_1,61,1962,0,1963,252128.54,0,NA,NA
Bristol Bay,Alagnak,1968,314033.56,AgeClass_1.4,0,6,1,4,1.4,6_2,62,1962,0,1964,252128.54,0,NA,NA
Bristol Bay,Alagnak,1968,314033.56,AgeClass_2.3,22573.02,6,2,3,2.3,6_3,63,1962,22573.02,1965,252128.54,8.95,NA,NA
Bristol Bay,Alagnak,1968,314033.56,AgeClass_3.2,812.61,6,3,2,3.2,6_4,64,1962,812.61,1966,252128.54,0.32,NA,NA
Bristol Bay,Alagnak,1968,314033.56,AgeClass_0.4,0,5,0,4,0.4,5_1,51,1963,0,1964,414873.32,0,203304,2.041
Bristol Bay,Alagnak,1968,314033.56,AgeClass_1.3,151684.16,5,1,3,1.3,5_2,52,1963,151684.16,1965,414873.32,36.56,203304,2.041
Bristol Bay,Alagnak,1968,314033.56,AgeClass_2.2,30953.02,5,2,2,2.2,5_3,53,1963,30953.02,1966,414873.32,7.46,203304,2.041
Bristol Bay,Alagnak,1968,314033.56,AgeClass_3.1,0,5,3,1,3.1,5_4,54,1963,0,1967,414873.32,0,203304,2.041
Bristol Bay,Alagnak,1968,314033.56,AgeClass_0.3,0,4,0,3,0.3,4_1,41,1964,0,1965,381899.89999999997,0,248700,1.536
Bristol Bay,Alagnak,1968,314033.56,AgeClass_1.2,97650.42,4,1,2,1.2,4_2,42,1964,97650.42,1966,381899.89999999997,25.57,248700,1.536
Bristol Bay,Alagnak,1968,314033.56,AgeClass_2.1,1880.28,4,2,1,2.1,4_3,43,1964,1880.28,1967,381899.89999999997,0.49,248700,1.536
Bristol Bay,Alagnak,1968,314033.56,AgeClass_0.2,0,3,0,2,0.2,3_1,31,1965,0,1966,259728.91,0,175020,1.484
Bristol Bay,Alagnak,1968,314033.56,AgeClass_1.1,8480.04,3,1,1,1.1,3_2,32,1965,8480.04,1967,259728.91,3.26,175020,1.484
Bristol Bay,Alagnak,1968,314033.56,AgeClass_0.1,0,2,0,1,0.1,2_1,21,1966,0,1967,565583.87,0,174336,3.244
Bristol Bay,Alagnak,1969,324288.96,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1961,0,1965,294558.54,0,NA,NA
Bristol Bay,Alagnak,1969,324288.96,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1962,0,1964,252128.54,0,NA,NA
Bristol Bay,Alagnak,1969,324288.96,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1962,0,1965,252128.54,0,NA,NA
Bristol Bay,Alagnak,1969,324288.96,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1962,0,1966,252128.54,0,NA,NA
Bristol Bay,Alagnak,1969,324288.96,AgeClass_0.5,0,6,0,5,0.5,6_1,61,1963,0,1964,414873.32,0,203304,2.041
Bristol Bay,Alagnak,1969,324288.96,AgeClass_1.4,0,6,1,4,1.4,6_2,62,1963,0,1965,414873.32,0,203304,2.041
Bristol Bay,Alagnak,1969,324288.96,AgeClass_2.3,819.21,6,2,3,2.3,6_3,63,1963,819.21,1966,414873.32,0.2,203304,2.041
Bristol Bay,Alagnak,1969,324288.96,AgeClass_3.2,0,6,3,2,3.2,6_4,64,1963,0,1967,414873.32,0,203304,2.041
Bristol Bay,Alagnak,1969,324288.96,AgeClass_0.4,0,5,0,4,0.4,5_1,51,1964,0,1965,381899.89999999997,0,248700,1.536
Bristol Bay,Alagnak,1969,324288.96,AgeClass_1.3,90731.09,5,1,3,1.3,5_2,52,1964,90731.09,1966,381899.89999999997,23.76,248700,1.536
Bristol Bay,Alagnak,1969,324288.96,AgeClass_2.2,112243.3,5,2,2,2.2,5_3,53,1964,112243.3,1967,381899.89999999997,29.39,248700,1.536
Bristol Bay,Alagnak,1969,324288.96,AgeClass_3.1,0,5,3,1,3.1,5_4,54,1964,0,1968,381899.89999999997,0,248700,1.536
Bristol Bay,Alagnak,1969,324288.96,AgeClass_0.3,0,4,0,3,0.3,4_1,41,1965,0,1966,259728.91,0,175020,1.484
Bristol Bay,Alagnak,1969,324288.96,AgeClass_1.2,110322.96,4,1,2,1.2,4_2,42,1965,110322.96,1967,259728.91,42.48,175020,1.484
Bristol Bay,Alagnak,1969,324288.96,AgeClass_2.1,509.93,4,2,1,2.1,4_3,43,1965,509.93,1968,259728.91,0.2,175020,1.484
Bristol Bay,Alagnak,1969,324288.96,AgeClass_0.2,0,3,0,2,0.2,3_1,31,1966,0,1967,565583.87,0,174336,3.244
Bristol Bay,Alagnak,1969,324288.96,AgeClass_1.1,9662.47,3,1,1,1.1,3_2,32,1966,9662.47,1968,565583.87,1.71,174336,3.244
Bristol Bay,Alagnak,1969,324288.96,AgeClass_0.1,0,2,0,1,0.1,2_1,21,1967,0,1968,389348.78,0,202626,1.922
Bristol Bay,Alagnak,1970,500779.51,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1962,0,1966,252128.54,0,NA,NA
Bristol Bay,Alagnak,1970,500779.51,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1963,0,1965,414873.32,0,203304,2.041
Bristol Bay,Alagnak,1970,500779.51,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1963,0,1966,414873.32,0,203304,2.041
Bristol Bay,Alagnak,1970,500779.51,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1963,0,1967,414873.32,0,203304,2.041
Bristol Bay,Alagnak,1970,500779.51,AgeClass_0.5,0,6,0,5,0.5,6_1,61,1964,0,1965,381899.89999999997,0,248700,1.536
Bristol Bay,Alagnak,1970,500779.51,AgeClass_1.4,0,6,1,4,1.4,6_2,62,1964,0,1966,381899.89999999997,0,248700,1.536
Bristol Bay,Alagnak,1970,500779.51,AgeClass_2.3,73017.51,6,2,3,2.3,6_3,63,1964,73017.51,1967,381899.89999999997,19.12,248700,1.536
Bristol Bay,Alagnak,1970,500779.51,AgeClass_3.2,0,6,3,2,3.2,6_4,64,1964,0,1968,381899.89999999997,0,248700,1.536
Bristol Bay,Alagnak,1970,500779.51,AgeClass_0.4,0,5,0,4,0.4,5_1,51,1965,0,1966,259728.91,0,175020,1.484
Bristol Bay,Alagnak,1970,500779.51,AgeClass_1.3,88347.85,5,1,3,1.3,5_2,52,1965,88347.85,1967,259728.91,34.02,175020,1.484
Bristol Bay,Alagnak,1970,500779.51,AgeClass_2.2,29040.27,5,2,2,2.2,5_3,53,1965,29040.27,1968,259728.91,11.18,175020,1.484
Bristol Bay,Alagnak,1970,500779.51,AgeClass_3.1,0,5,3,1,3.1,5_4,54,1965,0,1969,259728.91,0,175020,1.484
Bristol Bay,Alagnak,1970,500779.51,AgeClass_0.3,0,4,0,3,0.3,4_1,41,1966,0,1967,565583.87,0,174336,3.244
Bristol Bay,Alagnak,1970,500779.51,AgeClass_1.2,304544.09,4,1,2,1.2,4_2,42,1966,304544.09,1968,565583.87,53.85,174336,3.244
Bristol Bay,Alagnak,1970,500779.51,AgeClass_2.1,0,4,2,1,2.1,4_3,43,1966,0,1969,565583.87,0,174336,3.244
Bristol Bay,Alagnak,1970,500779.51,AgeClass_0.2,0,3,0,2,0.2,3_1,31,1967,0,1968,389348.78,0,202626,1.922
Bristol Bay,Alagnak,1970,500779.51,AgeClass_1.1,5829.78,3,1,1,1.1,3_2,32,1967,5829.78,1969,389348.78,1.5,202626,1.922
Bristol Bay,Alagnak,1970,500779.51,AgeClass_0.1,0,2,0,1,0.1,2_1,21,1968,0,1969,249192.09,0,193872,1.285
Bristol Bay,Alagnak,1971,537293.52,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1963,0,1967,414873.32,0,203304,2.041
Bristol Bay,Alagnak,1971,537293.52,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1964,0,1966,381899.89999999997,0,248700,1.536
Bristol Bay,Alagnak,1971,537293.52,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1964,0,1967,381899.89999999997,0,248700,1.536
Bristol Bay,Alagnak,1971,537293.52,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1964,0,1968,381899.89999999997,0,248700,1.536
Bristol Bay,Alagnak,1971,537293.52,AgeClass_0.5,0,6,0,5,0.5,6_1,61,1965,0,1966,259728.91,0,175020,1.484
Bristol Bay,Alagnak,1971,537293.52,AgeClass_1.4,5497.06,6,1,4,1.4,6_2,62,1965,5497.06,1967,259728.91,2.12,175020,1.484
Bristol Bay,Alagnak,1971,537293.52,AgeClass_2.3,17530.8,6,2,3,2.3,6_3,63,1965,17530.8,1968,259728.91,6.75,175020,1.484
Bristol Bay,Alagnak,1971,537293.52,AgeClass_3.2,0,6,3,2,3.2,6_4,64,1965,0,1969,259728.91,0,175020,1.484
Bristol Bay,Alagnak,1971,537293.52,AgeClass_0.4,0,5,0,4,0.4,5_1,51,1966,0,1967,565583.87,0,174336,3.244
Bristol Bay,Alagnak,1971,537293.52,AgeClass_1.3,229247.62,5,1,3,1.3,5_2,52,1966,229247.62,1968,565583.87,40.53,174336,3.244
Bristol Bay,Alagnak,1971,537293.52,AgeClass_2.2,13317.46,5,2,2,2.2,5_3,53,1966,13317.46,1969,565583.87,2.35,174336,3.244
Bristol Bay,Alagnak,1971,537293.52,AgeClass_3.1,0,5,3,1,3.1,5_4,54,1966,0,1970,565583.87,0,174336,3.244
Bristol Bay,Alagnak,1971,537293.52,AgeClass_0.3,461.17,4,0,3,0.3,4_1,41,1967,461.17,1968,389348.78,0.12,202626,1.922
Bristol Bay,Alagnak,1971,537293.52,AgeClass_1.2,260360.13,4,1,2,1.2,4_2,42,1967,260360.13,1969,389348.78,66.87,202626,1.922
Bristol Bay,Alagnak,1971,537293.52,AgeClass_2.1,2325.19,4,2,1,2.1,4_3,43,1967,2325.19,1970,389348.78,0.6,202626,1.922
Bristol Bay,Alagnak,1971,537293.52,AgeClass_0.2,410.64,3,0,2,0.2,3_1,31,1968,410.64,1969,249192.09,0.16,193872,1.285
Bristol Bay,Alagnak,1971,537293.52,AgeClass_1.1,8143.46,3,1,1,1.1,3_2,32,1968,8143.46,1970,249192.09,3.27,193872,1.285
Bristol Bay,Alagnak,1971,537293.52,AgeClass_0.1,0,2,0,1,0.1,2_1,21,1969,0,1970,180184.62,0,182490,0.987
Bristol Bay,Alagnak,1972,302589.31,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1964,0,1968,381899.89999999997,0,248700,1.536
Bristol Bay,Alagnak,1972,302589.31,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1965,0,1967,259728.91,0,175020,1.484
Bristol Bay,Alagnak,1972,302589.31,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1965,0,1968,259728.91,0,175020,1.484
Bristol Bay,Alagnak,1972,302589.31,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1965,0,1969,259728.91,0,175020,1.484
Bristol Bay,Alagnak,1972,302589.31,AgeClass_0.5,0,6,0,5,0.5,6_1,61,1966,0,1967,565583.87,0,174336,3.244
Bristol Bay,Alagnak,1972,302589.31,AgeClass_1.4,0,6,1,4,1.4,6_2,62,1966,0,1968,565583.87,0,174336,3.244
Bristol Bay,Alagnak,1972,302589.31,AgeClass_2.3,8812.23,6,2,3,2.3,6_3,63,1966,8812.23,1969,565583.87,1.56,174336,3.244
Bristol Bay,Alagnak,1972,302589.31,AgeClass_3.2,0,6,3,2,3.2,6_4,64,1966,0,1970,565583.87,0,174336,3.244
Bristol Bay,Alagnak,1972,302589.31,AgeClass_0.4,0,5,0,4,0.4,5_1,51,1967,0,1968,389348.78,0,202626,1.922
Bristol Bay,Alagnak,1972,302589.31,AgeClass_1.3,52163.07,5,1,3,1.3,5_2,52,1967,52163.07,1969,389348.78,13.4,202626,1.922
Bristol Bay,Alagnak,1972,302589.31,AgeClass_2.2,59199.57,5,2,2,2.2,5_3,53,1967,59199.57,1970,389348.78,15.2,202626,1.922
Bristol Bay,Alagnak,1972,302589.31,AgeClass_3.1,0,5,3,1,3.1,5_4,54,1967,0,1971,389348.78,0,202626,1.922
Bristol Bay,Alagnak,1972,302589.31,AgeClass_0.3,0,4,0,3,0.3,4_1,41,1968,0,1969,249192.09,0,193872,1.285
Bristol Bay,Alagnak,1972,302589.31,AgeClass_1.2,182414.45,4,1,2,1.2,4_2,42,1968,182414.45,1970,249192.09,73.2,193872,1.285
Bristol Bay,Alagnak,1972,302589.31,AgeClass_2.1,0,4,2,1,2.1,4_3,43,1968,0,1971,249192.09,0,193872,1.285
Bristol Bay,Alagnak,1972,302589.31,AgeClass_0.2,0,3,0,2,0.2,3_1,31,1969,0,1970,180184.62,0,182490,0.987
Bristol Bay,Alagnak,1972,302589.31,AgeClass_1.1,0,3,1,1,1.1,3_2,32,1969,0,1971,180184.62,0,182490,0.987
Bristol Bay,Alagnak,1972,302589.31,AgeClass_0.1,0,2,0,1,0.1,2_1,21,1970,0,1971,145641.75,0,177060,0.823
Bristol Bay,Alagnak,1973,63552.97,AgeClass_3.4,0,8,3,4,3.4,8_4,84,1965,0,1969,259728.91,0,175020,1.484
Bristol Bay,Alagnak,1973,63552.97,AgeClass_1.5,0,7,1,5,1.5,7_2,72,1966,0,1968,565583.87,0,174336,3.244
Bristol Bay,Alagnak,1973,63552.97,AgeClass_2.4,0,7,2,4,2.4,7_3,73,1966,0,1969,565583.87,0,174336,3.244
Bristol Bay,Alagnak,1973,63552.97,AgeClass_3.3,0,7,3,3,3.3,7_4,74,1966,0,1970,565583.87,0,174336,3.244
Bristol Bay,Alagnak,1973,63552.97,AgeClass_0.5,0,6,0,5,0.5,6_1,61,1967,0,1968,389348.78,0,202626,1.922
