Stock,FC_Year,ModelLabel,Age,PointFC,AvgRankByAge,p10,p25,p50,p75,p90,System
Alagnak,2021,TimeSeriesArimaNoBC,Age 6,109640,4.583333333333333,558,5345,69860,520936,2595352,Bristol Bay
Alagnak,2021,TimeSeriesArimaNoBC,Total,3574862,3,1312203,2113523,3233636,4926692,6247825,Bristol Bay
Alagnak,2021,TimeSeriesExpSmoothBC,Age 3,1468,2.75,4,66,928,11197,69388,Bristol Bay
Alagnak,2021,TimeSeriesExpSmoothBC,Age 4,6728653,8,29327,258652,3414458,30957140,208965418,Bristol Bay
Alagnak,2021,TimeSeriesExpSmoothBC,Age 5,1981699,8.666666666666666,543035,970248,1708641,3001826,4630360,Bristol Bay
Alagnak,2021,TimeSeriesExpSmoothBC,Age 6,265363,7.333333333333333,1613,13564,162520,1235388,6532215,Bristol Bay
Alagnak,2021,TimeSeriesExpSmoothBC,Total,8977184,8,1903816,4091361,7657453,13692636,21195966,Bristol Bay
Alagnak,2021,TimeSeriesExpSmoothNoBC,Age 3,19696,3.6666666666666665,11,416,8006,209996,2257076,Bristol Bay
Alagnak,2021,TimeSeriesExpSmoothNoBC,Age 4,666399,2.6666666666666665,2932,27614,534816,4597566,21949594,Bristol Bay
Alagnak,2021,TimeSeriesExpSmoothNoBC,Age 5,1858381,3.25,487193,936256,1775446,2920024,4491473,Bristol Bay
Alagnak,2021,TimeSeriesExpSmoothNoBC,Age 6,186364,4,1275,13484,139340,1305728,4426679,Bristol Bay
Alagnak,2021,TimeSeriesExpSmoothNoBC,Total,2730839,3.6666666666666665,880883,1478934,2400306,3596470,4816478,Bristol Bay
Alagnak,2022,Naive4,Age 3,3403,7.333333333333333,1,97,2756,44614,353681,Bristol Bay
Alagnak,2022,Naive4,Age 4,1749977,2.5,10735,97717,1054780,11323588,48517130,Bristol Bay
Alagnak,2022,Naive4,Age 5,1905738,5.333333333333333,554117,912924,1652279,2681549,3835864,Bristol Bay
Alagnak,2022,Naive4,Age 6,194386,3.8333333333333335,1585,10916,145435,1427821,5445620,Bristol Bay
Alagnak,2022,Naive4,Total,3853503,2.9166666666666665,1499364,2292643,3631303,5192462,6921172,Bristol Bay
Alagnak,2022,Naive8,Age 3,15534,4.333333333333333,33,393,6505,82194,525757,Bristol Bay
Alagnak,2022,Naive8,Age 4,1827988,4.166666666666667,10155,75252,836744,11432693,54348811,Bristol Bay
Alagnak,2022,Naive8,Age 5,2260826,3.4166666666666665,744522,1239592,2135995,3314004,4603714,Bristol Bay
Alagnak,2022,Naive8,Age 6,226595,5.416666666666667,2318,20744,180400,1249550,5119262,Bristol Bay
Alagnak,2022,Naive8,Total,4330944,3.8333333333333335,1762190,2587714,3824340,5473268,7231111,Bristol Bay
Alagnak,2022,SibRegSimple,Age 3,16340,6.666666666666667,10,310,8221,144182,1270438,Bristol Bay
Alagnak,2022,SibRegSimple,Age 4,1,4.5,-0,0,-0,11,152,Bristol Bay
Alagnak,2022,SibRegSimple,Age 5,2472149,7.166666666666667,7415,109776,1034542,11248698,62126340,Bristol Bay
Alagnak,2022,SibRegSimple,Age 6,339026,2.8333333333333335,3063,19392,195951,1531905,7296588,Bristol Bay
Alagnak,2022,SibRegSimple,Total,2827516,6.5,450874,959604,1992344,4552969,7974735,Bristol Bay
Alagnak,2022,SibRegLogPower,Age 3,16340,6.666666666666667,13,266,5591,94417,723547,Bristol Bay
Alagnak,2022,SibRegLogPower,Age 4,40341732,9,173725,1751048,17562224,167381126,900807835,Bristol Bay
Alagnak,2022,SibRegLogPower,Age 5,1837169,5.333333333333333,679447,1037900,1688898,2638987,3476103,Bristol Bay
Alagnak,2022,SibRegLogPower,Age 6,27679943,9,262964,1741878,15974850,120188060,629917017,Bristol Bay
Alagnak,2022,SibRegLogPower,Total,69875184,9,7179214,19315840,50058182,129412175,292911312,Bristol Bay
Alagnak,2022,SibRegKalman,Age 3,16340,6.666666666666667,24,422,13041,335656,2096485,Bristol Bay
Alagnak,2022,SibRegKalman,Age 4,681177,5.166666666666667,2578,33861,472208,4971553,21460574,Bristol Bay
Alagnak,2022,SibRegKalman,Age 5,2523565,1.3333333333333333,1058847,1614894,2430678,3534209,4624651,Bristol Bay
Alagnak,2022,SibRegKalman,Age 6,296646,3.75,4747,29244,265203,1765312,6912879,Bristol Bay
Alagnak,2022,SibRegKalman,Total,3517729,2,1331735,2151276,3168579,4662863,5983447,Bristol Bay
Alagnak,2022,TimeSeriesArimaBC,Age 3,1061,3.25,2,36,707,9144,46618,Bristol Bay
Alagnak,2022,TimeSeriesArimaBC,Age 4,10311290,6.5,39485,466039,5285406,74482546,368294355,Bristol Bay
Alagnak,2022,TimeSeriesArimaBC,Age 5,2824681,6.333333333333333,847510,1425356,2573107,4164842,6010584,Bristol Bay
Alagnak,2022,TimeSeriesArimaBC,Age 6,453372,4,4078,34510,362959,2574018,9423650,Bristol Bay
Alagnak,2022,TimeSeriesArimaBC,Total,13590404,5.833333333333333,4122593,7586592,11894929,17875919,25248960,Bristol Bay
Alagnak,2022,TimeSeriesArimaNoBC,Age 3,19364,3.6666666666666665,10,308,12484,199452,2107966,Bristol Bay
Alagnak,2022,TimeSeriesArimaNoBC,Age 4,1633393,2.5,8258,67334,774441,7679082,36347208,Bristol Bay
Alagnak,2022,TimeSeriesArimaNoBC,Age 5,2166909,4.333333333333333,690061,1155662,1955972,3012632,4106893,Bristol Bay
Alagnak,2022,TimeSeriesArimaNoBC,Age 6,320211,4.833333333333333,1635,18459,226724,2350342,19292099,Bristol Bay
Alagnak,2022,TimeSeriesArimaNoBC,Total,4139877,2.5833333333333335,1364474,2395212,3628556,5336952,6733342,Bristol Bay
Alagnak,2022,TimeSeriesExpSmoothBC,Age 3,1078,2.75,4,36,457,7834,49897,Bristol Bay
Alagnak,2022,TimeSeriesExpSmoothBC,Age 4,9855982,8,57076,550512,6996836,58795979,366221978,Bristol Bay
Alagnak,2022,TimeSeriesExpSmoothBC,Age 5,2805852,8.666666666666666,823103,1391218,2597057,4456778,6842834,Bristol Bay
Alagnak,2022,TimeSeriesExpSmoothBC,Age 6,345084,7.333333333333333,2695,24114,261052,2211044,8043071,Bristol Bay
Alagnak,2022,TimeSeriesExpSmoothBC,Total,13007996,8,3001788,6181364,11665255,19538092,29075304,Bristol Bay
Alagnak,2022,TimeSeriesExpSmoothNoBC,Age 3,12410,3.6666666666666665,26,278,5395,174238,1062982,Bristol Bay
Alagnak,2022,TimeSeriesExpSmoothNoBC,Age 4,718597,2.6666666666666665,5442,59910,449602,3332672,19953253,Bristol Bay
Alagnak,2022,TimeSeriesExpSmoothNoBC,Age 5,1936100,3.0833333333333335,570843,1007542,1985835,3333372,4866481,Bristol Bay
Alagnak,2022,TimeSeriesExpSmoothNoBC,Age 6,189410,4,1924,13960,136195,1200602,5542237,Bristol Bay
Alagnak,2022,TimeSeriesExpSmoothNoBC,Total,2856517,4.333333333333333,964308,1529734,2451433,3814956,5299398,Bristol Bay
Alagnak,2023,Naive4,Age 3,4740,7.333333333333333,1,70,3793,71602,943527,Bristol Bay
Alagnak,2023,Naive4,Age 4,1625634,2.5,9852,79033,921433,6403388,33885162,Bristol Bay
Alagnak,2023,Naive4,Age 5,2433716,5.333333333333333,954032,1447812,2241614,3460312,5297983,Bristol Bay
Alagnak,2023,Naive4,Age 6,230952,3.8333333333333335,2848,15370,146603,1062802,3823660,Bristol Bay
Alagnak,2023,Naive4,Total,4295042,2.9166666666666665,1673916,2442260,3779780,5603256,7279346,Bristol Bay
Alagnak,2023,Naive8,Age 3,16524,4.333333333333333,37,480,11877,97738,924897,Bristol Bay
Alagnak,2023,Naive8,Age 4,1874385,4.416666666666667,13346,156212,1764996,13373800,54644168,Bristol Bay
Alagnak,2023,Naive8,Age 5,2578293,3.3333333333333335,819578,1445058,2291335,3611358,5159464,Bristol Bay
Alagnak,2023,Naive8,Age 6,239059,5.25,3390,24051,168033,1573090,5462515,Bristol Bay
Alagnak,2023,Naive8,Total,4708262,3.6666666666666665,1743653,2915014,4337284,6320184,8319798,Bristol Bay
Alagnak,2023,SibRegSimple,Age 3,4331,6.666666666666667,5,147,3489,48193,372496,Bristol Bay
Alagnak,2023,SibRegSimple,Age 4,4952,4.5,1,86,2636,79633,944459,Bristol Bay
Alagnak,2023,SibRegSimple,Age 5,1203603,7.166666666666667,2767,43589,618478,5721092,24643439,Bristol Bay
Alagnak,2023,SibRegSimple,Age 6,359823,2.8333333333333335,2912,22876,167467,1749698,7224574,Bristol Bay
Alagnak,2023,SibRegSimple,Total,1572710,6.5,283716,565397,1270044,2537368,4256145,Bristol Bay
Alagnak,2023,SibRegLogPower,Age 3,4331,6.666666666666667,3,84,1823,40851,405851,Bristol Bay
Alagnak,2023,SibRegLogPower,Age 4,259093747,9,978887,9444570,141370322,1525491321,9911619258,Bristol Bay
Alagnak,2023,SibRegLogPower,Age 5,1805285,5.5,748127,1110050,1901149,2804470,3885464,Bristol Bay
Alagnak,2023,SibRegLogPower,Age 6,28222662,9,238407,2227030,17594762,137548142,647785797,Bristol Bay
Alagnak,2023,SibRegLogPower,Total,289126025,9,21114750,68132745,221523113,593591470,1210666102,Bristol Bay
Alagnak,2023,SibRegKalman,Age 3,4331,6.666666666666667,4,130,1713,35506,318670,Bristol Bay
Alagnak,2023,SibRegKalman,Age 4,677869,4.75,3973,36543,445709,4691278,30203687,Bristol Bay
Alagnak,2023,SibRegKalman,Age 5,2001440,1.3333333333333333,749361,1171522,1719439,2562418,3412444,Bristol Bay
Alagnak,2023,SibRegKalman,Age 6,305964,3.75,3186,21232,189711,1306642,6015190,Bristol Bay
Alagnak,2023,SibRegKalman,Total,2989604,2,1293064,1853479,2634127,3608147,4556340,Bristol Bay
Alagnak,2023,TimeSeriesArimaBC,Age 3,1431,3.25,2,38,557,10040,74669,Bristol Bay
Alagnak,2023,TimeSeriesArimaBC,Age 4,6417010,6.833333333333333,20421,208945,3086266,44606542,204200124,Bristol Bay
Alagnak,2023,TimeSeriesArimaBC,Age 5,2668146,6.166666666666667,786426,1346963,2306366,3885581,5571369,Bristol Bay
Alagnak,2023,TimeSeriesArimaBC,Age 6,266001,4.166666666666667,2710,22696,180673,1522296,7776437,Bristol Bay
Alagnak,2023,TimeSeriesArimaBC,Total,9352589,6.166666666666667,2781378,5243420,8821037,13481750,17827725,Bristol Bay
Alagnak,2023,TimeSeriesArimaNoBC,Age 3,19176,3.6666666666666665,20,339,9892,218894,2152993,Bristol Bay
Alagnak,2023,TimeSeriesArimaNoBC,Age 4,1536749,2.5,10885,120196,962197,9590198,48989465,Bristol Bay
Alagnak,2023,TimeSeriesArimaNoBC,Age 5,2397939,4.333333333333333,815736,1290333,2165966,3336126,4700724,Bristol Bay
Alagnak,2023,TimeSeriesArimaNoBC,Age 6,167673,4.833333333333333,810,9875,118109,1121203,6530443,Bristol Bay
Alagnak,2023,TimeSeriesArimaNoBC,Total,4121537,2.4166666666666665,1526589,2485419,3810267,5297238,6877214,Bristol Bay
Alagnak,2023,TimeSeriesExpSmoothBC,Age 3,1456,2.75,2,52,829,14370,74790,Bristol Bay
Alagnak,2023,TimeSeriesExpSmoothBC,Age 4,6262245,8,27589,377883,4607970,58696592,333858558,Bristol Bay
Alagnak,2023,TimeSeriesExpSmoothBC,Age 5,2643263,8.5,744517,1347002,2426170,4198812,6303067,Bristol Bay
Alagnak,2023,TimeSeriesExpSmoothBC,Age 6,359995,7.333333333333333,2967,25690,290510,2522280,12361956,Bristol Bay
Alagnak,2023,TimeSeriesExpSmoothBC,Total,9266959,8,2178237,4078329,8217065,14343250,22600316,Bristol Bay
Alagnak,2023,TimeSeriesExpSmoothNoBC,Age 3,19170,3.6666666666666665,15,504,11691,207340,1589731,Bristol Bay
Alagnak,2023,TimeSeriesExpSmoothNoBC,Age 4,727686,2.5,3209,44082,336746,3698584,18235481,Bristol Bay
Alagnak,2023,TimeSeriesExpSmoothNoBC,Age 5,2028108,3.3333333333333335,564224,923808,1771247,3279676,5176849,Bristol Bay
Alagnak,2023,TimeSeriesExpSmoothNoBC,Age 6,192408,4,1427,12538,101133,776689,3552795,Bristol Bay
Alagnak,2023,TimeSeriesExpSmoothNoBC,Total,2967372,4.333333333333333,940425,1552824,2730994,4164233,5592711,Bristol Bay
Alagnak,2024,Naive4,Age 3,4052,7.333333333333333,0,52,1197,38776,360199,Bristol Bay
Alagnak,2024,Naive4,Age 4,1436702,2.8333333333333335,13056,123958,1224601,10911624,68652533,Bristol Bay
Alagnak,2024,Naive4,Age 5,2584500,5.333333333333333,787901,1298370,2264230,3547324,5361036,Bristol Bay
Alagnak,2024,Naive4,Age 6,440867,4,5633,48968,325616,3290318,12757639,Bristol Bay
Alagnak,2024,Naive4,Total,4466122,3.0833333333333335,1621864,2576610,4134838,6047472,7648753,Bristol Bay
Alagnak,2024,Naive8,Age 3,11734,4.333333333333333,20,355,8917,115382,681385,Bristol Bay
Alagnak,2024,Naive8,Age 4,1547778,4.5,9722,97496,963928,8179268,53812700,Bristol Bay
Alagnak,2024,Naive8,Age 5,2107059,3.5,745717,1193776,2012838,3199674,4315527,Bristol Bay
Alagnak,2024,Naive8,Age 6,328608,5.25,4762,29496,218753,1773988,7889336,Bristol Bay
Alagnak,2024,Naive8,Total,3995178,3.6666666666666665,1449472,2285796,3441947,5272360,6714144,Bristol Bay
Alagnak,2024,SibRegSimple,Age 3,4077,6.666666666666667,4,120,3423,81785,634135,Bristol Bay
Alagnak,2024,SibRegSimple,Age 4,892,4.5,0,12,500,12800,122127,Bristol Bay
Alagnak,2024,SibRegSimple,Age 5,515939,7.166666666666667,1534,25299,308784,3747065,15783753,Bristol Bay
Alagnak,2024,SibRegSimple,Age 6,142827,2.6666666666666665,1612,9503,84871,538562,1978909,Bristol Bay
Alagnak,2024,SibRegSimple,Total,663734,6.333333333333333,119694,239420,554419,1103240,1840174,Bristol Bay
Alagnak,2024,SibRegLogPower,Age 3,4077,6.666666666666667,3,85,2618,40638,347872,Bristol Bay
Alagnak,2024,SibRegLogPower,Age 4,170953370,9,899469,9989214,117529146,935010281,3251641094,Bristol Bay
Alagnak,2024,SibRegLogPower,Age 5,1678554,5.25,625829,977381,1609360,2446516,3425368,Bristol Bay
Alagnak,2024,SibRegLogPower,Age 6,12139760,9,88148,778533,7381633,49258559,166969268,Bristol Bay
Alagnak,2024,SibRegLogPower,Total,184775761,9,19382187,52266284,157014075,407194032,821445460,Bristol Bay
Alagnak,2024,SibRegKalman,Age 3,4077,6.666666666666667,11,160,4445,43652,324163,Bristol Bay
Alagnak,2024,SibRegKalman,Age 4,683382,4.333333333333333,4409,27481,550262,4951188,27156409,Bristol Bay
Alagnak,2024,SibRegKalman,Age 5,1590145,1.3333333333333333,639385,945401,1429581,2196617,2852938,Bristol Bay
Alagnak,2024,SibRegKalman,Age 6,183751,3.5833333333333335,2445,17434,128079,887822,4257310,Bristol Bay
Alagnak,2024,SibRegKalman,Total,2461355,1.8333333333333333,990270,1523541,2261993,3166209,3858530,Bristol Bay
Alagnak,2024,TimeSeriesArimaBC,Age 3,1162,3.4166666666666665,3,52,898,13744,68352,Bristol Bay
Alagnak,2024,TimeSeriesArimaBC,Age 4,6870624,6.833333333333333,24733,326453,3961793,44741765,245862250,Bristol Bay
Alagnak,2024,TimeSeriesArimaBC,Age 5,2728233,6.333333333333333,797874,1378792,2432666,4248565,6045249,Bristol Bay
Alagnak,2024,TimeSeriesArimaBC,Age 6,877990,4.166666666666667,5477,56271,670496,4263234,22514657,Bristol Bay
Alagnak,2024,TimeSeriesArimaBC,Total,10478009,6.5,2940462,5577648,9488312,14516804,20041138,Bristol Bay
Alagnak,2024,TimeSeriesArimaNoBC,Age 3,18885,3.6666666666666665,16,363,11037,255180,1849585,Bristol Bay
Alagnak,2024,TimeSeriesArimaNoBC,Age 4,1366383,2.5,11116,118098,866089,7839426,25039555,Bristol Bay
Alagnak,2024,TimeSeriesArimaNoBC,Age 5,2166545,4.333333333333333,701708,1119026,1885450,3052576,4223275,Bristol Bay
Alagnak,2024,TimeSeriesArimaNoBC,Age 6,282396,5,2226,19504,236825,2453888,14788435,Bristol Bay
Alagnak,2024,TimeSeriesArimaNoBC,Total,3834209,2.25,1419965,2216434,3341954,4935020,6343943,Bristol Bay
Alagnak,2024,TimeSeriesExpSmoothBC,Age 3,1179,2.5833333333333335,3,66,699,8111,46344,Bristol Bay
Alagnak,2024,TimeSeriesExpSmoothBC,Age 4,6818124,8,26765,241532,2539975,30420759,185657160,Bristol Bay
Alagnak,2024,TimeSeriesExpSmoothBC,Age 5,2726653,8.666666666666666,771475,1337770,2305917,3786884,5261885,Bristol Bay
Alagnak,2024,TimeSeriesExpSmoothBC,Age 6,484029,7.333333333333333,2971,28475,277254,2466622,11111029,Bristol Bay
Alagnak,2024,TimeSeriesExpSmoothBC,Total,10029985,8,2495935,4611654,9040936,15989312,23998154,Bristol Bay
Alagnak,2024,TimeSeriesExpSmoothNoBC,Age 3,11819,3.6666666666666665,11,196,7910,153172,1150283,Bristol Bay
Alagnak,2024,TimeSeriesExpSmoothNoBC,Age 4,717814,2.5,2917,27934,408741,4011082,23245207,Bristol Bay
Alagnak,2024,TimeSeriesExpSmoothNoBC,Age 5,1993219,3.0833333333333335,558995,941453,1649989,3029212,4230558,Bristol Bay
Alagnak,2024,TimeSeriesExpSmoothNoBC,Age 6,195544,4,1421,15558,121038,805709,3757266,Bristol Bay
Alagnak,2024,TimeSeriesExpSmoothNoBC,Total,2918397,4.333333333333333,955139,1608054,2420312,3710718,4898900,Bristol Bay
Alagnak,2025,Naive4,Age 3,2368,7.333333333333333,0,34,1274,39426,310582,Bristol Bay
Alagnak,2025,Naive4,Age 4,1843716,2.5,12017,94176,1148567,10369026,57630101,Bristol Bay
Alagnak,2025,Naive4,Age 5,2116061,5.25,740307,1162558,1862310,2873528,4060818,Bristol Bay
Alagnak,2025,Naive4,Age 6,447432,3.6666666666666665,6980,33085,249815,1398423,5351510,Bristol Bay
Alagnak,2025,Naive4,Total,4409578,2.8333333333333335,1446630,2487960,3961715,5616022,7013039,Bristol Bay
Alagnak,2025,Naive8,Age 3,11396,4.333333333333333,29,236,5741,69340,516810,Bristol Bay
Alagnak,2025,Naive8,Age 4,1840790,4.5,13338,99826,1145493,10166930,39446520,Bristol Bay
Alagnak,2025,Naive8,Age 5,1833012,3.6666666666666665,617233,985558,1693696,2708456,3822523,Bristol Bay
Alagnak,2025,Naive8,Age 6,234592,5.166666666666667,3238,21298,194501,1656562,6352921,Bristol Bay
Alagnak,2025,Naive8,Total,3919790,3.6666666666666665,1463580,2490106,3722034,5184386,6664558,Bristol Bay
Alagnak,2025,SibRegSimple,Age 3,3242,6.666666666666667,2,38,1353,22414,248132,Bristol Bay
Alagnak,2025,SibRegSimple,Age 4,1,4.5,0,0,1,32,246,Bristol Bay
Alagnak,2025,SibRegSimple,Age 5,3777286,6.916666666666667,21804,153782,1831192,21122418,109638605,Bristol Bay
Alagnak,2025,SibRegSimple,Age 6,98083,2.6666666666666665,1075,8971,75877,551333,2179786,Bristol Bay
Alagnak,2025,SibRegSimple,Total,3878612,6.333333333333333,589999,1472861,3388932,6704236,12511127,Bristol Bay
Alagnak,2025,SibRegLogPower,Age 3,3242,6.666666666666667,6,96,2136,41602,488680,Bristol Bay
Alagnak,2025,SibRegLogPower,Age 4,41121999,9,171019,1593422,18346750,165137756,894566229,Bristol Bay
Alagnak,2025,SibRegLogPower,Age 5,1951822,5.083333333333333,692111,1112185,1843797,2885656,4318600,Bristol Bay
Alagnak,2025,SibRegLogPower,Age 6,7906069,9,103143,587342,5571718,37817082,164281989,Bristol Bay
Alagnak,2025,SibRegLogPower,Total,50983132,9,5123411,14708716,40816854,112292942,211272171,Bristol Bay
Alagnak,2025,SibRegKalman,Age 3,3242,6.666666666666667,0,30,1882,40418,418606,Bristol Bay
Alagnak,2025,SibRegKalman,Age 4,733409,4.666666666666667,4627,44992,384209,3208295,13340870,Bristol Bay
Alagnak,2025,SibRegKalman,Age 5,3127534,1.3333333333333333,1246655,1973325,2934608,4017130,5298606,Bristol Bay
Alagnak,2025,SibRegKalman,Age 6,152065,3.1666666666666665,3223,14642,116966,760788,3238296,Bristol Bay
Alagnak,2025,SibRegKalman,Total,4016249,1.8333333333333333,1718714,2677057,3699056,4912501,6219424,Bristol Bay
Alagnak,2025,TimeSeriesArimaBC,Age 3,1377,3.4166666666666665,2,45,557,9446,55161,Bristol Bay
Alagnak,2025,TimeSeriesArimaBC,Age 4,6513460,6.833333333333333,14650,219657,3288449,35317522,181191782,Bristol Bay
Alagnak,2025,TimeSeriesArimaBC,Age 5,1866097,6.666666666666667,608023,932942,1782849,2794416,4082310,Bristol Bay
Alagnak,2025,TimeSeriesArimaBC,Age 6,240709,5,2800,19505,166474,1071498,4565559,Bristol Bay
Alagnak,2025,TimeSeriesArimaBC,Total,8621642,6.5,2543409,4513304,7886232,12098988,16594454,Bristol Bay
Alagnak,2025,TimeSeriesArimaNoBC,Age 3,18580,3.6666666666666665,15,352,10754,185612,1228588,Bristol Bay
Alagnak,2025,TimeSeriesArimaNoBC,Age 4,1690313,2.5,14441,159894,1438369,10144484,37768317,Bristol Bay
Alagnak,2025,TimeSeriesArimaNoBC,Age 5,1931190,4.166666666666667,660111,1117858,1857816,2985187,4082850,Bristol Bay
Alagnak,2025,TimeSeriesArimaNoBC,Age 6,251226,5,2317,19038,183941,1685668,9692011,Bristol Bay
Alagnak,2025,TimeSeriesArimaNoBC,Total,3891309,2.5,1513580,2312270,3367221,4852131,6295794,Bristol Bay
Alagnak,2025,TimeSeriesExpSmoothBC,Age 3,1397,2.5833333333333335,3,56,672,8994,58114,Bristol Bay
Alagnak,2025,TimeSeriesExpSmoothBC,Age 4,6387032,8,23882,289808,2967413,25887234,137404990,Bristol Bay
Alagnak,2025,TimeSeriesExpSmoothBC,Age 5,1880128,8.666666666666666,569382,917921,1742133,2898409,4279582,Bristol Bay
Alagnak,2025,TimeSeriesExpSmoothBC,Age 6,631679,7.333333333333333,7266,38318,389553,2694023,13572188,Bristol Bay
Alagnak,2025,TimeSeriesExpSmoothBC,Total,8900236,8,2091329,4136969,7792802,13301108,18421462,Bristol Bay
Alagnak,2025,TimeSeriesExpSmoothNoBC,Age 3,11495,3.6666666666666665,9,195,5726,112241,1045567,Bristol Bay
Alagnak,2025,TimeSeriesExpSmoothNoBC,Age 4,808670,2.5,6489,48917,512610,4672800,19886898,Bristol Bay
Alagnak,2025,TimeSeriesExpSmoothNoBC,Age 5,1944049,3.25,558183,953730,1696212,2886446,4136015,Bristol Bay
Alagnak,2025,TimeSeriesExpSmoothNoBC,Age 6,198570,4,1259,15728,114567,882926,3841551,Bristol Bay
Alagnak,2025,TimeSeriesExpSmoothNoBC,Total,2962784,4.333333333333333,992501,1594520,2536884,3944618,5146454,Bristol Bay
Alagnak,2026,Naive4,Age 3,3535,7.333333333333333,1,52,1570,31736,225367,Bristol Bay
Alagnak,2026,Naive4,Age 4,1394420,2.8333333333333335,16959,94288,1038396,7941414,40390771,Bristol Bay
Alagnak,2026,Naive4,Age 5,2616982,5.333333333333333,749706,1269828,2146293,3693280,5328931,Bristol Bay
Alagnak,2026,Naive4,Age 6,378301,3.6666666666666665,6738,36770,285457,2345878,8520607,Bristol Bay
Alagnak,2026,Naive4,Total,4393238,2.8333333333333335,1671805,2557647,4013259,5976382,7924795,Bristol Bay
Alagnak,2026,Naive8,Age 3,3469,4.333333333333333,7,138,1997,22487,171120,Bristol Bay
Alagnak,2026,Naive8,Age 4,1572198,4.5,16242,137491,1052170,7700066,42225027,Bristol Bay
Alagnak,2026,Naive8,Age 5,2261360,3.6666666666666665,863222,1282602,2060207,3134541,4432227,Bristol Bay
Alagnak,2026,Naive8,Age 6,286344,5.083333333333333,2226,19066,171918,1336764,5798589,Bristol Bay
